Lemma,Principle Components,WordNet Mean_tsne,WordNet SD_tsne,Random Mean_tsne,Random SD_tsne,WordNet Mean_pca,WordNet SD_pca,Random Mean_pca,Random SD_pca,entropy,num_senses,freq
make.v,3,0.12643983413147789,0.009458458295156295,2.704089858509869e-05,0.0010304288059874802,0.107630008204681,0.008027523152904,-3.022305968511582e-05,0.0010248529647945298,1.9039109280000002,7,1401
show.v,2,0.0806647406614785,0.0046165067757669076,0.00010144420156411735,0.003743728361327773,0.07016053322484206,0.0057998307583275064,-8.710728679798329e-05,0.003846644211829493,1.896588269,5,424
show.v,3,0.032714704403728236,0.009412612833334999,3.867745890445781e-05,0.003797313443164161,0.061226819234939,0.007434879703685133,9.930241303853562e-05,0.00409346773170771,1.896588269,5,424
feel.v,2,0.17628973303516754,0.03685794791590182,-3.496391635392032e-05,0.0035022052046542198,0.12917632176937535,0.017013810647597268,7.370191305821111e-05,0.0036139859666144726,1.894921844,5,403
feel.v,3,0.09267655231874757,0.01969531649423082,2.266484740526772e-05,0.003517909245169345,0.1788133117558893,0.0324778408181618,-8.356980363233345e-05,0.003468193858326024,1.894921844,5,403
death.n,2,0.16026302698755346,0.012229322340391476,0.00017453326795359675,0.013716173169184907,0.1807949255785624,0.01938145333067472,-0.0002561091240024756,0.014015156674586323,1.894324902,4,103
death.n,3,0.10505615259149803,0.022915649282570682,-0.00034588781881548863,0.013209554142249141,0.16943102704046842,0.03722401878610974,-0.00023764605763761592,0.013526388103005878,1.894324902,4,103
accept.v,2,0.11897022223406432,0.038778440596589636,-0.00048019503712851326,0.015600520261802956,0.016902526090645638,0.012139784517562644,-0.00010188045978686557,0.01478135032457933,1.8885521630000002,4,93
accept.v,3,0.04186901692177604,0.021778070687538485,-0.00017969776491685898,0.01512974089092896,0.1016717426240234,0.029353981587900688,0.0001956077881540208,0.015123816019548698,1.8885521630000002,4,93
reach.v,2,0.19275398619572906,0.017249505895214953,6.136102538955584e-05,0.006645263794459226,0.02102884643395484,0.025125541608452272,0.00016029740802475027,0.00668707791089968,1.8782203259999999,5,213
reach.v,3,0.10594698792548604,0.017983463698879758,-0.00017677596316335268,0.00673425346272159,0.19957853491215485,0.04819502048597677,-1.4744716173475782e-05,0.006448105362854157,1.8782203259999999,5,213
wish.v,2,0.11200407873022697,4.163336342344337e-17,-0.0012091837266784667,0.02231930761648272,0.06998891193933753,1.3877787807814454e-17,-0.0011361905823011385,0.02175530708232881,1.8712130359999999,4,90
wish.v,3,0.00691548866063249,2.6020852139652103e-18,-0.00023103186543406524,0.008521574144682643,0.053303964670849885,0.028148235455281823,0.0012705312817660572,0.024003442219886758,1.8712130359999999,4,90
world.n,2,0.1551849041984113,0.02117656942410661,0.0002973477329535799,0.009867393737982759,0.07949951240191981,0.01174666367433458,-0.00041140226306842317,0.009272916074026687,1.8656682230000001,4,202
world.n,3,0.04609900334108517,0.014500303540357681,0.00014807839061381893,0.010089999779490636,0.16724855876575756,0.022586177130262654,-0.00021239442870071097,0.00964281737774148,1.8656682230000001,4,202
force.n,2,0.4049984704036502,0.015391068541559916,-0.0005194263409268684,0.01955952365632634,0.1531553289471861,0.024453168604002682,-0.0015500905366234252,0.01837570267630455,1.861400498,4,84
force.n,3,-0.02661040602728737,0.01314732154864385,0.00015505924867438377,0.011002328598092592,0.3352931068240275,0.025174892905194042,0.00031533639497321726,0.0189076950187506,1.861400498,4,84
call.v,2,0.32745250030971057,0.05164283510831959,-0.0001482597041649806,0.006476952397194492,0.2768663171983617,0.02409750622451704,-9.390774095084152e-06,0.006579240829727682,1.850006161,4,223
call.v,3,0.10513280735128262,0.02427157807744074,-0.00015967482652994914,0.00663328136463181,0.3567165899842053,0.015583386751202018,-0.00022605707747495727,0.0065047299825334035,1.850006161,4,223
write.v,2,0.06411816258739106,0.01518230631992106,-6.871612718558843e-05,0.005557775816704508,0.11547598452224125,0.012820906372046043,0.00018710808731954958,0.005538602119189687,1.835112995,5,271
write.v,3,0.03307749047345878,0.01004433080704722,0.0001234574230384119,0.005861091358849447,0.12601995336558736,0.0057827799764676,0.00023759861865674633,0.005613078968022894,1.835112995,5,271
system.n,2,0.2366007038104978,0.06223295308843296,0.0008235299431200852,0.019268398729111808,0.2718742153431359,0.045945125958102184,-1.0914521552476075e-05,0.01800707870923262,1.8320763130000002,4,98
system.n,3,0.0009336272696083963,0.011762529528400931,-0.0001591200716685015,0.010614398609614559,0.3139374298003403,0.01300564198647493,4.8174640700671225e-05,0.01853882429556289,1.8320763130000002,4,98
set.v,2,0.2985469101777197,0.04101041956599799,-0.0007451248680395865,0.01935092849491844,0.4488684258946261,1.1102230246251563e-16,0.001328569036027552,0.021000542818972068,1.8314216019999998,4,83
set.v,3,0.021615476177655173,0.01412480693035889,-0.00020543823286203188,0.013438095349816059,0.3133135305398143,0.012298622116195573,0.0010583301053109751,0.02129649998006985,1.8314216019999998,4,83
history.n,2,0.10055387059645772,0.020037343936675483,6.382305006149919e-05,0.014142221133683703,0.0871650977957916,0.007451449671521256,-0.0003389069596616706,0.013495357976191958,1.798130236,4,99
history.n,3,0.005988705153853118,0.013566085424685213,-0.0006933920576772628,0.014013910663436392,0.06327727346771407,0.04170396714339936,6.086637579194574e-05,0.01439982827962041,1.798130236,4,99
move.v,2,0.10266578119952068,0.016449568703053648,-0.0003479833888149412,0.006337561968817321,0.09444339715470547,0.014498248721940913,8.080255048127904e-05,0.006609732813852118,1.78902357,4,228
move.v,3,0.04611952024924963,0.013718322564763751,0.0003904265514456456,0.0069207726247494,0.09106718222673192,0.019882107477129318,5.919706361468936e-05,0.006306719097370028,1.78902357,4,228
change.n,2,0.02121848500958474,0.01279533538058704,9.88876923292803e-05,0.013746249570619092,-0.0004267558575083401,0.006515112493949257,2.4477290831843e-05,0.01384683359607066,1.7819638819999999,4,103
change.n,3,0.0002118785635232972,0.009684922196870204,-0.0002638220547459744,0.013375499785563764,0.01437991247129838,0.015670867861823,0.000259995399375982,0.013537409785514012,1.7819638819999999,4,103
end.n,2,0.33246428004151884,0.047645585325706466,0.0004394350485071788,0.012839492431405568,0.26317703788476643,0.037167821695705316,-0.00033886928317447285,0.012106483808979015,1.7725433169999998,4,112
end.n,3,0.11297738338001992,0.0324508016111782,-0.00012193046464249751,0.012217249067797337,0.3864087887799101,0.03229518374811937,-0.0008051039855331466,0.012247022319193508,1.7725433169999998,4,112
side.n,2,0.1443742174101651,0.06192941254736136,0.0004799700465309163,0.01216625954791024,0.11768835010671605,0.03805472232583816,0.00011418499769318466,0.012515993996083798,1.7677549030000002,5,129
side.n,3,0.057534906106183975,0.04013256707287016,1.3716210381154115e-05,0.011395174459818271,0.2461070820093686,0.03203797321220719,-0.00036616185643602815,0.011992414383884176,1.7677549030000002,5,129
open.v,2,0.33475107760714284,0.050269560761985334,-0.0006648998389238662,0.009971874963622023,0.359285796585145,0.021084478972518444,0.0001593293599201574,0.009923196775137366,1.7638640330000002,4,142
open.v,3,0.1952619372736861,0.05488609086365204,0.00013566526427079208,0.010452267638577166,0.32611910714448866,0.03008583421459242,0.0003762293892243162,0.010315321270827021,1.7638640330000002,4,142
represent.v,2,0.07952867010170232,0.01325374048413683,0.00041758874229396467,0.015727252445659402,0.05252808890991086,0.010313912928302964,-0.0002441875220751652,0.0160738804149734,1.763364198,4,104
represent.v,3,-0.003353037331683575,0.013777815828909657,0.00038346529572321034,0.014791955463178873,0.07408675505173415,0.02409103686724066,-0.00024335400543539854,0.01529718223347207,1.763364198,4,104
receive.v,2,0.02925584326701992,0.01307085699183755,7.113636353080316e-05,0.007084708943125005,-0.006093598975799293,0.0028845296698908358,-0.00016743154871600618,0.007127761046362169,1.7561056430000002,5,200
receive.v,3,0.003959655617568515,0.0050782636849028605,-0.0004810473945905201,0.006928591570698497,0.0036423486401218046,0.012564412418562695,-0.0001342562328706721,0.007130359296304883,1.7561056430000002,5,200
section.n,2,0.7989545021709036,0.042783506816591495,0.0008663217254795653,0.016371782412062646,0.5258241312662574,0.0016890982047779756,-0.00016733935965285174,0.016231808964786758,1.7468819359999999,4,95
section.n,3,0.08464690324100857,0.04458359350406266,9.972515904173818e-05,0.01695736927436543,0.5945839651887666,2.220446049250313e-16,-9.07000288270563e-05,0.016848561677274356,1.7468819359999999,4,95
day.n,2,0.10536388982191007,0.02168173295797712,-1.5725130604978014e-05,0.004394222673726671,0.1356449223664407,0.05182752233109004,-0.0002673132276535772,0.004088645824506418,1.744650169,4,313
day.n,3,0.07774519488630045,0.02513049457640784,-5.524943722242271e-05,0.004270420760990899,0.14545759766069433,0.06850870423935071,-5.91183929009203e-05,0.0044365902813239926,1.744650169,4,313
place.n,2,0.16451527692672893,0.022364271075704902,0.00010542144674816325,0.011911527966108464,0.18194327442276945,0.017116873633864296,-0.0006580537836657137,0.011150539328766423,1.7185194959999999,4,141
place.n,3,0.01627815582931835,0.011962295454798029,-0.000533262145977411,0.011931024921994623,0.16027355119157788,0.0019323679873787234,0.0005856083629632086,0.012296492132842087,1.7185194959999999,4,141
hold.v,2,0.3583514848731868,0.06283067490317094,-0.00023478019713857163,0.005605107129590488,0.20691209909998576,0.01872729866108888,2.1447967481200923e-05,0.005577780811352762,1.7156016680000001,4,267
hold.v,3,0.16908978482160214,0.02998215010949821,-1.2387290046998011e-05,0.005558672972699106,0.30022223884280097,0.0228229090168344,0.0001415418715488987,0.005724224404381492,1.7156016680000001,4,267
think_of.v,2,0.16306553095507045,0.022213677566376263,-0.0002740767252369564,0.010671570901647708,0.1000207341622859,0.011963473052728648,0.00037682950807534484,0.011242566743507593,1.705334251,4,129
think_of.v,3,0.035955966540886265,0.013403130119141222,-0.0005589463138264735,0.01069610541714684,0.1832584926858366,0.01678169577624123,0.0003385526840180537,0.011099995322287457,1.705334251,4,129
drive.v,2,0.13376283787743334,0.0315977522818522,0.00039675907797182415,0.013993501872492457,0.29489866393465264,0.04302282677537776,2.348449495848263e-05,0.01213094841810608,1.683292156,4,106
drive.v,3,0.017023788308563298,0.014455785665435487,-0.0006497483688184787,0.013093033176732737,0.20257866644830366,5.551115123125783e-17,-0.00028809249174312836,0.013889905400874165,1.683292156,4,106
bring.v,2,0.13292095319448086,0.018217212261171425,0.00012404980666232701,0.006252003994356917,0.12698697936032302,0.02012935625044756,-0.00039293408259806126,0.005981760169101691,1.6529514490000001,4,227
bring.v,3,0.04397898416876666,0.01694461675644552,5.530566099032118e-05,0.006323475055742706,0.14132250401308022,0.016288308389999128,-0.00014725714900386665,0.006226346492649448,1.6529514490000001,4,227
state.n,2,0.3019806641050508,0.015925053486601913,0.00019786728191924344,0.007706164628720574,0.3313215654463913,0.028769024949455206,0.0002963523504151285,0.007424432820595811,1.651143026,4,190
state.n,3,0.09885095833592876,0.02436115505604013,1.9239337922929507e-05,0.007541697918734137,0.2550014041361489,0.021826325503183898,-5.953015152439675e-05,0.007241080330939988,1.651143026,4,190
part.n,2,0.1562588265256564,0.013891914168568643,0.00021452775131311773,0.009521993686106784,0.10659613383443634,0.0016412546969588164,-0.00014472830208713162,0.009597873340630187,1.6122057730000001,4,188
part.n,3,0.043924143442162375,0.015420069477979062,0.0001506248105672529,0.00980137925727991,0.11951223087068433,0.004138559473684078,0.00042217743414326266,0.009823765623759455,1.6122057730000001,4,188
know.v,2,0.03386066768886356,0.009073997278151185,8.701897446719714e-06,0.0016559723057796313,0.016516204030139037,0.0037844963502939545,2.563375506017483e-05,0.0016214445606689905,1.6034015080000001,5,872
know.v,3,0.04114762955857256,0.00965462925028135,3.988826044252786e-05,0.0016359723889684064,0.012181871927161513,0.01700928882819179,-2.8830383426758642e-05,0.0016115742234088432,1.6034015080000001,5,872
suffer.v,2,0.11847770796089675,0.12153871193117333,-0.0008646413912411847,0.03972068751768891,0.12629876049713912,0.03459342810299732,-0.0003695253846326773,0.03950881574226627,1.5844322830000002,3,52
suffer.v,3,-0.0015005280150899073,0.003189630448310722,0.0012426664037743641,0.02338320844166064,0.2206932909008089,0.17927601102340673,-0.0006899035120114887,0.04174279169668008,1.5844322830000002,3,52
form.v,2,0.3097583970098425,0.10595382494742173,-2.9781377500686823e-05,0.01865956545533793,0.2411088077642647,0.06003654696626608,0.0006456140424572532,0.01885086544352656,1.580487571,3,89
form.v,3,0.01317503830310142,0.01471001887386583,0.00045757393301796884,0.01551651716809366,0.3440177167158656,0.021229585345027228,-0.00031949658397461124,0.018402505726184515,1.580487571,3,89
avoid.v,2,0.060119019701342674,0.04599010337536175,0.0008355467096342867,0.02411154533035419,0.022573279406352568,0.004865961109983793,0.0006176368891247213,0.024320546709166137,1.58014547,3,60
avoid.v,3,-0.0065864796988991505,0.005175756173378101,-0.0006171062406857525,0.013431336428016695,0.05661847379110599,0.0066852653971564745,0.00028531688656051194,0.02435921390000011,1.58014547,3,60
perform.v,2,0.13574263372112702,0.045630950316430385,0.0006432310183838295,0.02359370368466089,0.2666370085084749,0.01650404508455698,0.0002857667246147377,0.02308952057001254,1.5783064269999998,3,64
perform.v,3,-0.0020916642527599467,0.00596646469002137,0.0005617029124241215,0.01715860001849922,0.2354127339419415,0.02305924511394549,0.0003501556402815573,0.0235507059237121,1.5783064269999998,3,64
indicate.v,2,0.03681035998987405,0.006546110266999145,-0.0004152769279145892,0.007816296932369635,0.020132895210108883,0.00421700221566522,0.000325682843416077,0.008257080139865605,1.572228763,3,177
indicate.v,3,0.021948575972164427,0.011628642258098338,-0.0003069268122387252,0.0074540808111466985,0.07582881691942459,0.018581428599386045,-4.643841990576912e-05,0.007846699738262637,1.572228763,3,177
spirit.n,2,0.7962930192912924,0.05597259405441578,-0.001981106814801681,0.03403404241708281,0.6661981229420885,0.04321005595235355,-0.0014685077438115256,0.03428880885526346,1.569814592,3,68
spirit.n,3,0.029161947777991568,0.01658751020650288,0.0005239270874086735,0.01973879879178516,0.5836118687517282,0.17253585952637426,-1.748835760329137e-06,0.037240174787418895,1.569814592,3,68
note.v,2,0.06595992794418187,0.024224699303350763,0.00028023942848531624,0.0142020100563067,0.00989215611571219,0.006195098554193554,0.00031425955465504303,0.014952582811221303,1.569616755,3,101
note.v,3,0.01466424776084271,0.01378110286224333,0.00039591477914127063,0.014477640944004526,0.015502828352426482,3.469446951953613e-18,-0.0011735080966492398,0.013328871136876605,1.569616755,3,101
go.v,2,0.0848051263344267,0.04591938065317445,2.2900175474622972e-05,0.0033618498631313057,-0.013734648839587695,0.0018345681537131125,8.65032343883518e-05,0.003303803301778468,1.568680899,5,461
go.v,3,0.03482702339660898,0.01263559738677372,1.568096556811314e-05,0.003396777469849114,0.10481101250676346,0.01290271373264773,5.703437283333457e-05,0.0034914810234307225,1.568680899,5,461
right.r,2,0.3134985236487897,0.07866943490886885,0.001548660044711518,0.03903300408611929,0.3079717345189184,0.0,0.0013175602016745373,0.038192335950402105,1.568363792,3,41
right.r,3,0.03569381564827388,0.04993451135735333,-0.0004949139068192826,0.036180744270810895,0.3070660759036212,0.008217739536780766,-0.0016727482958217516,0.03769010885490003,1.568363792,3,41
course.n,2,0.4777445710234011,0.3496510179932725,0.00015759098837395512,0.015828146892413974,0.4779005181839792,0.15499231432148902,5.960836079807788e-05,0.01604336995164909,1.566352472,4,99
course.n,3,-0.0803207028756087,0.039591882160850835,1.714244149955718e-06,0.011570210569656184,0.8408994229780294,4.440892098500626e-16,-0.00017864665522237988,0.0161624285851029,1.566352472,4,99
paint.v,2,0.15530289558327776,0.03607980133509203,-0.0003899327085366264,0.03737368073878091,0.275694682571403,0.0181169940645644,-0.00010570466010464335,0.03341256916081039,1.56557407,3,39
paint.v,3,0.028443614056893163,0.043468985693144134,0.0020949130939590293,0.03674534938590265,0.2288760100001117,0.009203839361956432,0.0015859117722711554,0.03725620151260986,1.56557407,3,39
together.r,2,0.0265939876130298,0.0363557638297047,-0.0006964992351002963,0.03960588857603066,0.2884299270882706,0.0,0.000835013096465113,0.040432825911191066,1.562409084,3,63
together.r,3,-0.01848065522748121,0.008448260505914306,-0.002284973160403898,0.03791676148400098,0.13218152828259955,0.1239078931585154,0.0003324130842073791,0.0409146445401801,1.562409084,3,63
expression.n,2,0.0031098999643669497,0.021691535758896017,-0.000585871589307305,0.057276168066569565,0.02019564531397916,0.0,0.0009583641487252314,0.0646088597924288,1.559789528,3,46
expression.n,3,0.0016513672497185895,0.007781727941408799,0.0010917602319828015,0.03876026519631602,-0.005120161122125283,0.03173756436397016,-0.00015657235237529288,0.05904537952795385,1.559789528,3,46
direction.n,2,0.22169045931874656,0.062056546963968034,0.0008161419681821528,0.03605786863340346,0.22171925546330185,0.03603569566287688,-0.0006847316714310648,0.03760031658506631,1.543729626,3,48
direction.n,3,0.0042396566969061964,0.014027700736080829,0.0005422175067101477,0.025129718258267097,0.1617687195276092,0.097275622157746,0.00039268735957585376,0.03586253347027018,1.543729626,3,48
corner.n,2,0.016620017905784542,0.051835369058339006,0.001473520782090133,0.04674893914143725,1.0,0.0,-0.0007113411105742046,0.04356873160386095,1.541524224,3,45
corner.n,3,-0.008801797409399159,0.04339627743472841,4.0673107518685905e-05,0.04368690014872597,0.512474431330503,0.3698638365731529,0.0014035251256294535,0.044404350193628976,1.541524224,3,45
major.a,2,0.10405200717560197,0.012708276229200163,0.0004546835028243921,0.017996960044323013,0.09799966681969688,0.0053662186003941535,-5.4986877891406995e-05,0.01683579824059597,1.538897635,3,83
major.a,3,-0.004306095414997622,0.008920513331635712,-0.00015763952149611913,0.011609805119611556,0.0682494418169876,0.002492191660631185,0.0006025125699380598,0.017591177843949313,1.538897635,3,83
experience.n,2,0.1469912124691819,0.017405870045978086,-0.0004790951075298113,0.010691543335209828,0.03286768483237888,6.938893903907227e-18,-0.00046914742451522267,0.010648757940592585,1.535853636,3,125
experience.n,3,0.03423242915133254,0.02292396381407909,0.0005915364102329418,0.011749862111664938,0.04639977883594858,0.00012129235756856717,-0.0003693935647665145,0.011825213589051595,1.535853636,3,125
stage.n,2,0.3977802936036792,0.012025722453213726,-0.0007928510352965067,0.02439271567496049,0.4566329533056218,0.003331594152664723,-0.0010409862651906683,0.02231863548571337,1.5356567819999998,3,59
stage.n,3,0.0013044167008529313,0.016828897008574026,5.2656595144200894e-05,0.018876300904821668,0.4231571148512643,1.1102230246251563e-16,-0.001237495045201622,0.025077776344889547,1.5356567819999998,3,59
develop.v,2,0.2310825787814617,0.015082268416049791,0.00041453846635759934,0.009082793586407898,0.19794513805946093,0.01244651575734868,-0.00012234867942910658,0.008553551819895932,1.5338236980000002,4,166
develop.v,3,0.05984538732907953,0.01522493615963621,-0.00029262938651767744,0.00861832388247418,0.1808187902724173,0.01694095625204225,-9.616600624457753e-06,0.008646889423602748,1.5338236980000002,4,166
refer.v,2,0.19091792201539065,0.047074656776096666,-0.0007557806408466765,0.027765923108275914,0.2610837438423647,1.6653345369377348e-16,-0.0007354603220204405,0.028416346958300837,1.530618995,3,56
refer.v,3,-0.01931613775718936,0.004967962289123636,0.0005934837300761678,0.017886002832415447,0.3700094062049144,0.04449800318894443,0.001228380259126005,0.030798411960277293,1.530618995,3,56
rise.v,2,0.4199234289038121,0.08601003537980692,-0.0003785253280228476,0.02183327529436196,0.5059886186435668,0.10490753719397117,0.0008846895267104939,0.021474765711742155,1.527178432,3,89
rise.v,3,0.01652667057060229,0.011155139737866526,0.0008030124296943532,0.017098774377752462,0.3626880151309844,0.015130846129236184,-0.0015858938926222536,0.019743819672989923,1.527178432,3,89
mark.v,2,0.4906163134689521,0.11507937050502735,-0.00032891261363599065,0.03743710717397347,0.3215362640850658,0.0,0.0012226545035984345,0.03778910119879012,1.524043473,3,53
mark.v,3,-0.002460922486531513,0.026259248629015942,0.0002634300829255729,0.036688155180981126,0.4329954402295119,0.08449367465543632,0.0006311885890419283,0.03570939642602269,1.524043473,3,53
performance.n,2,0.2524213647393667,0.026240272476233558,-0.0012751044176246215,0.023594235191223487,0.3223840726400853,0.022880080824974988,-0.001650223324473109,0.0224776842985426,1.523349801,3,59
performance.n,3,0.009336003653085644,0.033006668107706416,-8.061310060445797e-05,0.023817733372105226,0.40117109714536464,0.004752662307030324,-0.0006773207149306553,0.019597326116723008,1.523349801,3,59
strike.v,2,0.4347316450286697,0.06609116594518152,-0.0002185410982554069,0.03125394881859385,0.4156187989595482,0.02875907522836672,0.0003204332625829032,0.031225966639689236,1.52150189,3,54
